longitude latitude radius
-20.010510898580023 10.455931313176325 48.5911898656822
-9.050680805732938 52.69927466644781 50.723161633097895
-3.86615513082371 32.433016045231994 39.79680632509252
-54.90883965811837 7.243523716864446 16.255226305766673
22.312778929992902 55.85951040312946 10.835406309474033
20.112821349896528 45.97146108672322 6.550091928882879
27.503525189134322 33.778129222647415 7.216202972498074
31.20620824252817 35.65410540367769 13.011369051950371
58.622894141284576 34.12960016991304 7.371628882674953
16.321156831524316 45.36889234657084 34.9987304555481
-13.065390217182888 27.81982504005228 18.59492616419984
-14.244107373081675 -57.685824762383966 10.167970793956522
-50.56997682461605 -31.55083813129931 9.658610132420499
60.942767588235384 36.65579760338472 10.08048046004346
98.29871439975041 33.67268793846773 11.523721054543072
161.14130503723965 -53.92252018855002 9.814036042597378
167.40361302248704 50.87740972563923 9.281147207705217
94.49154398338901 8.500673943861422 9.756447541587772
177.41583412511267 -36.698682721223655 10.177988197165185
96.77597211536686 10.290821020348046 24.703673979891875
96.75439051139762 41.207495902069354 9.32616190122312
151.33977730502312 -7.670409107017308 9.975563777477003
96.92572496627828 -9.463733235170738 16.586610332466147
168.16460495113952 23.994144535096638 8.80621703190889
-62.92329355376526 53.908323624248666 20.740958155172255
-77.18822671013591 19.133691484425817 7.260610375405752
-162.0686466041353 -1.1877683127563896 9.97067653399471
-71.53426426800799 -4.855399646616935 4.349953236399464
-177.78743225835387 10.979791910689793 8.376330468230957
-148.3836362178752 11.634645726146765 11.317271165667114
-107.78134834238455 -24.125312825536284 3.7804187509703153
-11.285111467218247 15.986821205754456 28.87045101708729
-11.06684313759763 -44.29943067882187 41.751113778556885
56.91007388053896 37.1729418112232 41.751113778556956
44.14166304515835 -21.566535781360933 33.933883964699504
1.5030184835027462 32.04398341428773 19.763868049361122
1.2454700690182605 35.122684052105114 27.847068015616706
28.133206862754168 45.85566134702699 19.98593398250004
56.55358896688021 35.36288714658753 39.70538884523337
32.99913251065759 41.13654933225648 14.256632907516682
56.90810511450416 -20.14902292618757 17.187903224950016
-45.426606979057674 47.339268856498606 9.747424938235854
-41.93765845565409 -34.2047727567853 10.013869355681948
0.9579236267310023 -46.324889878491426 14.587831855173027
30.85139584804927 34.06077044274019 10.813202608020195
36.319095517203834 32.49526026512788 9.880647146958907
46.995298019508745 -45.96170323298361 9.525387923697457
32.130726508783965 -29.12414791164362 33.44116306588359
4.021633019413313 -10.073857555127514 9.290534185423263
31.250290732260467 -3.575018909792619 5.5133080479466985
33.047796061576385 -47.2198753954251 10.166895022018412
4.8892462451143475 -5.843422142903977 7.662931729099577
16.0999619825332 -58.66000651485415 13.91018807368365
-23.174689536807396 40.891151450165054 11.9315658609299
-36.87733097775705 21.271941370082587 7.816211879120314
-42.62955199260229 10.579557306807956 2.612529502866748
-32.87949903357724 20.07102567688421 2.452013919004172
3.019922645206183 -50.41577746298653 14.328322118123705
14.16987303762307 30.539952302112113 2.6844847645982473
29.69396432795758 3.2329146012708176 2.8099452209506057
109.21327507716038 -28.4332761988414 44.14958201689955
117.74568329457891 46.473744919414685 25.448755937716694
164.0972858789965 31.566506531353163 20.0303471691278
153.27877862658596 41.05159945737855 38.55064599291116
118.97277928424488 33.91578867699312 13.211202365034936
119.36679127228531 25.988839418385776 9.059110193166822
175.96445388129 48.44933126494587 10.013869355681948
178.6725508369209 52.614261990043524 9.170128700436022
100.57175002664208 -22.26019583792063 9.589500460976907
101.76991309129579 -37.83875734645153 9.334224407038867
154.42338976827088 51.76141028109354 10.011260897918026
111.29574681091363 14.282302507608538 10.410944875247441
111.29423519992353 -47.94348608268096 9.334906886010359
